-1.236406043171882629e-01,2.276705503463745117e-01,-9.414499998092651367e-02,-6.142374128103256226e-02,-5.370072647929191589e-02,2.945874035358428955e-01,-3.232936142012476921e-04,-1.862869709730148315e-01,3.279301151633262634e-02,-2.931831777095794678e-01,-2.590750455856323242e-01,1.916663497686386108e-01,-3.262553513050079346e-01,2.766070067882537842e-01,2.739546597003936768e-01
-1.240243166685104370e-01,-8.237144351005554199e-02,-1.339306235313415527e-01,-1.614882647991180420e-01,-1.665593981742858887e-01,2.847122550010681152e-01,-2.733464837074279785e-01,-7.951623201370239258e-02,-7.509757578372955322e-02,1.406884640455245972e-01,2.639027871191501617e-02,-2.657534778118133545e-01,-1.929110437631607056e-01,-1.642550379037857056e-01,-1.621852815151214600e-01
-1.110507324337959290e-01,-2.111832350492477417e-01,-8.757315576076507568e-02,2.757133543491363525e-01,-1.157758906483650208e-01,-1.698892563581466675e-01,-1.349037736654281616e-01,-6.750655174255371094e-02,1.394694298505783081e-01,3.231997787952423096e-01,-1.567363291978836060e-01,-1.468612402677536011e-01,1.911679655313491821e-01,1.071744039654731750e-01,-2.812830209732055664e-01
-6.003436446189880371e-02,-1.658338159322738647e-01,-2.238093465566635132e-01,-1.432718038558959961e-01,-2.133169770240783691e-02,1.809764951467514038e-01,8.578163385391235352e-02,6.277054548263549805e-02,2.447014600038528442e-01,1.097368262708187103e-02,-1.806348264217376709e-01,3.523786365985870361e-01,1.175091713666915894e-01,8.684457093477249146e-02,-3.588459193706512451e-01
-1.505704969167709351e-01,1.850402206182479858e-01,6.205347366631031036e-03,-1.463977396488189697e-01,3.218088150024414062e-01,8.045233041048049927e-02,-2.173451185226440430e-01,5.081240832805633545e-02,9.140808135271072388e-02,2.735651731491088867e-01,-3.299098312854766846e-01,-3.166438937187194824e-01,-2.036873847246170044e-01,-1.709748208522796631e-01,-1.326186656951904297e-01
2.621448040008544922e-01,2.660735696554183960e-02,2.254402786493301392e-01,1.609642505645751953e-01,1.470255106687545776e-01,-7.337472587823867798e-02,-1.120509505271911621e-01,1.249727234244346619e-01,7.507337257266044617e-03,8.203373290598392487e-03,1.128639280796051025e-01,9.139593690633773804e-03,1.996882855892181396e-01,3.291780948638916016e-01,-2.170259505510330200e-01
6.794939935207366943e-02,2.665914036333560944e-02,2.704500555992126465e-01,-2.758574783802032471e-01,-7.158324867486953735e-02,3.756799176335334778e-02,2.570414245128631592e-01,6.903450936079025269e-03,4.417902827262878418e-01,-2.041146755218505859e-01,-2.178400307893753052e-01,-3.059860691428184509e-02,3.808683753013610840e-01,-1.606760472059249878e-01,-8.000724017620086670e-02
-9.435618668794631958e-02,-1.905722916126251221e-01,2.911223173141479492e-01,-1.203247606754302979e-01,2.827630937099456787e-01,-2.855361206457018852e-03,3.657594919204711914e-01,2.904787957668304443e-01,2.909232676029205322e-02,3.042563498020172119e-01,-4.211285412311553955e-01,1.941814124584197998e-01,-7.303817570209503174e-02,-2.012069523334503174e-01,-3.723176196217536926e-02
1.759055107831954956e-01,6.408724188804626465e-02,-2.808388769626617432e-01,-1.317721009254455566e-01,-2.210034430027008057e-01,-2.058727890253067017e-01,2.415887117385864258e-01,-1.390598118305206299e-01,-1.318006664514541626e-01,-3.393712639808654785e-01,-3.972606062889099121e-01,-3.677601218223571777e-01,-2.122717052698135376e-01,2.894844710826873779e-01,1.723012141883373260e-02
1.258195936679840088e-01,4.011802375316619873e-01,2.927125394344329834e-01,2.675881087779998779e-01,-3.786201477050781250e-01,1.521694213151931763e-01,3.064788281917572021e-01,1.615430563688278198e-01,3.169790208339691162e-01,3.501416146755218506e-01,2.505526542663574219e-01,-2.460957169532775879e-01,3.145241439342498779e-01,-4.186090826988220215e-01,1.429296880960464478e-01
1.523454040288925171e-01,-2.510941624641418457e-01,-1.662632673978805542e-01,6.862017326056957245e-03,-8.439091593027114868e-02,1.567181795835494995e-01,2.631952762603759766e-01,5.049651861190795898e-02,1.539691090583801270e-01,-9.529845416545867920e-02,1.366946995258331299e-01,-2.560580372810363770e-01,-8.367607742547988892e-02,-2.810594141483306885e-01,-3.330230712890625000e-01
-2.351659089326858521e-01,-2.889263629913330078e-02,-3.998157382011413574e-02,9.940133430063724518e-03,-1.794717609882354736e-01,7.894796878099441528e-02,1.750883609056472778e-01,7.370042800903320312e-02,-3.578867614269256592e-01,2.518796026706695557e-01,-2.492699921131134033e-01,-2.542632222175598145e-01,1.025384366512298584e-01,-1.227957978844642639e-01,-6.123711168766021729e-02
-3.236234188079833984e-02,1.023910269141197205e-01,7.007175683975219727e-02,2.691148817539215088e-01,6.488988548517227173e-02,-2.646847963333129883e-01,3.459998071193695068e-01,1.415138542652130127e-01,-8.488045632839202881e-02,1.009250059723854065e-01,-8.375143259763717651e-02,-1.746392846107482910e-01,3.509213402867317200e-02,-2.453455179929733276e-01,-1.532924920320510864e-01
-8.204512298107147217e-02,-2.325878590345382690e-01,-1.251033693552017212e-01,1.928208917379379272e-01,1.570672988891601562e-01,-1.834546215832233429e-02,-3.457253873348236084e-01,-3.072746992111206055e-01,-2.700194418430328369e-01,-1.527790427207946777e-01,-9.419175237417221069e-02,2.361275106668472290e-01,2.107740342617034912e-01,-2.605297565460205078e-01,-2.709890604019165039e-01
2.425440698862075806e-01,-2.578321695327758789e-01,-9.139222651720046997e-02,-1.577409803867340088e-01,7.864899188280105591e-02,-7.934289053082466125e-03,-3.020569980144500732e-01,2.855159044265747070e-01,-1.952809393405914307e-01,-3.590706363320350647e-02,1.177924452349543571e-03,-2.932741641998291016e-01,2.480533272027969360e-01,2.702610194683074951e-01,3.073371052742004395e-01
